time1,batteryLevel,batteryPercent,wirelessSignal,sensorsQuality,time2,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace,time3,engagement,excitement,longTermExcitement,stress,relaxation,interest,focus,isENG,isEXC,isSTR,isREL,isINT,isFOC,time11,Pleasure,Arousal,Dominance,time0,momentId,SAM-selectionP,SAM-selectionA,SAM-selectionD
,,,,,1722275039.7416,neutral,neutral,0.0,laugh,0.981886,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275039.7734,neutral,neutral,0.0,laugh,0.981886,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275039.8047,neutral,neutral,0.0,laugh,0.981886,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275039.836,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275039.8676,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275039.8994,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275039.9309,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275039.9622,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
1722275039.9701,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275039.9935,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.0252,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.057,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.0885,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.1198,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.1511,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.1826,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.2143,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.2458,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.2771,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.3085,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.3402,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.3719,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.4036,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.4349,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.4664,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
1722275040.4742,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.4981,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.5298,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.5611,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.5925,neutral,neutral,0.0,laugh,0.757136,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.6238,neutral,neutral,0.0,laugh,0.757136,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.6555,neutral,neutral,0.0,laugh,0.757136,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.6872,neutral,neutral,0.0,laugh,0.757136,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.7187,neutral,neutral,0.0,laugh,0.644048,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.75,neutral,neutral,0.0,laugh,0.644048,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.7814,neutral,neutral,0.0,laugh,0.644048,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.8131,blink,neutral,0.0,laugh,0.644048,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.8448,blink,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.8762,blink,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.9075,blink,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.939,blink,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275040.9707,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
1722275040.9707,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.0025,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.0339,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.0652,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.0966,neutral,neutral,0.0,laugh,0.91288,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.1284,neutral,neutral,0.0,laugh,0.91288,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.1601,neutral,neutral,0.0,laugh,0.91288,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.1914,neutral,neutral,0.0,laugh,0.91288,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.2227,neutral,neutral,0.0,laugh,0.671413,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.2542,neutral,neutral,0.0,laugh,0.671413,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.286,neutral,neutral,0.0,laugh,0.671413,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.3177,neutral,neutral,0.0,laugh,0.671413,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.349,neutral,neutral,0.0,laugh,0.532962,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.3803,neutral,neutral,0.0,laugh,0.532962,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.4118,neutral,neutral,0.0,laugh,0.532962,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.4435,neutral,neutral,0.0,laugh,0.532962,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.475,neutral,neutral,0.0,laugh,0.476238,,,,,,,,,,,,,,,,,,,,,,,
1722275041.4829,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.5063,neutral,neutral,0.0,laugh,0.476238,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.5377,neutral,neutral,0.0,laugh,0.476238,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.5692,neutral,neutral,0.0,laugh,0.476238,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.6009,neutral,neutral,0.0,laugh,0.786836,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.6326,neutral,neutral,0.0,laugh,0.786836,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.6639,neutral,neutral,0.0,laugh,0.786836,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.6953,neutral,neutral,0.0,laugh,0.786836,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.7269,neutral,neutral,0.0,laugh,0.964357,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.7586,neutral,neutral,0.0,laugh,0.964357,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.7903,neutral,neutral,0.0,laugh,0.964357,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.8217,neutral,neutral,0.0,laugh,0.964357,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.853,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.8845,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.9162,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.9479,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275041.9794,neutral,neutral,0.0,laugh,0.723258,,,,,,,,,,,,,,,,,,,,,,,
1722275041.9794,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.0107,neutral,neutral,0.0,laugh,0.723258,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.0423,neutral,neutral,0.0,laugh,0.723258,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.074,neutral,neutral,0.0,laugh,0.723258,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.1058,neutral,neutral,0.0,laugh,0.51953,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.1371,neutral,neutral,0.0,laugh,0.51953,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.1684,neutral,neutral,0.0,laugh,0.51953,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.2001,neutral,neutral,0.0,laugh,0.51953,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.232,neutral,neutral,0.0,laugh,0.737953,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.2634,neutral,neutral,0.0,laugh,0.737953,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.2947,neutral,neutral,0.0,laugh,0.737953,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.326,neutral,neutral,0.0,laugh,0.737953,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.3576,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.3894,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.4209,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.4522,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.4835,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
1722275042.4914,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.5151,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.5468,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.5783,neutral,neutral,0.0,laugh,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.6096,neutral,neutral,0.0,laugh,0.969015,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.6411,neutral,neutral,0.0,laugh,0.969015,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.6728,neutral,neutral,0.0,laugh,0.969015,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.7045,neutral,neutral,0.0,laugh,0.969015,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.7358,neutral,neutral,0.0,laugh,0.847335,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.7671,neutral,neutral,0.0,laugh,0.847335,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.7985,neutral,neutral,0.0,laugh,0.847335,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.8302,neutral,neutral,0.0,laugh,0.847335,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.8619,neutral,neutral,0.0,laugh,0.890617,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.8934,neutral,neutral,0.0,laugh,0.890617,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.9248,neutral,neutral,0.0,laugh,0.890617,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.9562,neutral,neutral,0.0,laugh,0.890617,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275042.9877,neutral,neutral,0.0,laugh,0.806047,,,,,,,,,,,,,,,,,,,,,,,
1722275042.9956,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.0194,neutral,neutral,0.0,laugh,0.806047,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.0508,neutral,neutral,0.0,laugh,0.806047,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.0821,neutral,neutral,0.0,laugh,0.806047,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.1134,neutral,neutral,0.0,laugh,0.509573,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.1451,neutral,neutral,0.0,laugh,0.509573,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.1768,neutral,neutral,0.0,laugh,0.509573,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.2084,neutral,neutral,0.0,laugh,0.509573,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.2397,neutral,neutral,0.0,laugh,0.391634,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.2713,neutral,neutral,0.0,laugh,0.391634,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.3031,neutral,neutral,0.0,laugh,0.391634,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.3349,neutral,neutral,0.0,laugh,0.391634,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.3666,neutral,neutral,0.0,laugh,0.483059,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.3983,neutral,neutral,0.0,laugh,0.483059,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.43,neutral,neutral,0.0,laugh,0.483059,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.4618,neutral,neutral,0.0,laugh,0.483059,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.4935,neutral,neutral,0.0,laugh,0.570902,,,,,,,,,,,,,,,,,,,,,,,
1722275043.4935,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.5252,neutral,neutral,0.0,laugh,0.570902,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.5569,neutral,neutral,0.0,laugh,0.570902,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.5888,neutral,neutral,0.0,laugh,0.570902,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.6205,neutral,neutral,0.0,laugh,0.445296,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.6522,neutral,neutral,0.0,laugh,0.445296,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.6839,neutral,neutral,0.0,laugh,0.445296,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.7157,neutral,neutral,0.0,laugh,0.445296,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.7474,neutral,frown,0.471522,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.7791,neutral,frown,0.471522,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.8108,neutral,frown,0.471522,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.8426,neutral,frown,0.471522,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.8743,neutral,frown,0.584308,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.9061,neutral,frown,0.584308,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.9378,neutral,frown,0.584308,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275043.9696,neutral,frown,0.584308,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.0013,neutral,frown,0.270735,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275044.0092,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.033,neutral,frown,0.270735,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.0648,neutral,frown,0.270735,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.0965,neutral,frown,0.270735,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.1282,neutral,frown,0.199062,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.1599,neutral,frown,0.199062,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.1917,neutral,frown,0.199062,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.2235,neutral,frown,0.199062,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.2552,neutral,neutral,0.0,laugh,0.184923,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.2869,neutral,neutral,0.0,laugh,0.184923,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.3186,neutral,neutral,0.0,laugh,0.184923,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.3505,neutral,neutral,0.0,laugh,0.184923,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.3822,neutral,neutral,0.0,laugh,0.206347,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.4139,neutral,neutral,0.0,laugh,0.206347,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.4456,neutral,neutral,0.0,laugh,0.206347,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.4774,neutral,neutral,0.0,laugh,0.206347,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.5092,neutral,neutral,0.0,laugh,0.427745,,,,,,,,,,,,,,,,,,,,,,,
1722275044.5171,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.5409,neutral,neutral,0.0,laugh,0.427745,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.5727,neutral,neutral,0.0,laugh,0.427745,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.6044,neutral,neutral,0.0,laugh,0.427745,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.6361,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.6678,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.6996,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.7313,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.763,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.7948,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.8266,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.8583,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.8899,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.9215,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.9529,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275044.9842,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.0154,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275045.0233,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.0467,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.0781,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.1094,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.1407,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.172,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.2033,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.2347,blink,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.2659,blink,frown,0.873324,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.2973,blink,frown,0.873324,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.3285,blink,frown,0.873324,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.3598,blink,frown,0.873324,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.3912,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.4226,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.4542,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.4859,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.5177,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275045.5177,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.549,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.5804,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.6121,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.6439,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.6756,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.7074,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.7391,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.7709,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.8026,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.8343,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.866,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.8978,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.9295,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.9612,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275045.993,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.0247,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275046.0247,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.0565,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.0882,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.12,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.1517,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.1834,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.2151,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.2469,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.2786,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.3103,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.3421,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.3739,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.4056,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.4373,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.4691,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.5008,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.5325,neutral,frown,0.517548,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275046.5325,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.5642,neutral,frown,0.517548,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.596,neutral,frown,0.517548,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.6277,neutral,frown,0.517548,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.6594,neutral,frown,0.30082,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.6913,neutral,frown,0.30082,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.723,neutral,frown,0.30082,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.7547,neutral,frown,0.30082,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.7864,neutral,frown,0.204842,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.8182,neutral,frown,0.204842,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.8499,neutral,frown,0.204842,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.8816,neutral,frown,0.204842,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.9133,neutral,frown,0.13895,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.9451,neutral,frown,0.13895,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275046.9768,neutral,frown,0.13895,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275047.0086,neutral,frown,0.13895,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275047.0404,neutral,frown,0.169824,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
