time1,batteryLevel,batteryPercent,wirelessSignal,sensorsQuality,time2,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace,time3,engagement,excitement,longTermExcitement,stress,relaxation,interest,focus,isENG,isEXC,isSTR,isREL,isINT,isFOC,time11,Pleasure,Arousal,Dominance,time0,momentId,SAM-selectionP,SAM-selectionA,SAM-selectionD
,,,,,1722274957.2196,neutral,frown,0.674309,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.2511,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274957.259,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.2824,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.3138,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.3455,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.3772,neutral,frown,0.98967,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.4087,neutral,frown,0.98967,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.4401,neutral,frown,0.98967,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.4715,neutral,frown,0.98967,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.5032,neutral,frown,0.618178,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.5349,neutral,frown,0.618178,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.5665,neutral,frown,0.618178,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.5978,neutral,frown,0.618178,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.6293,neutral,frown,0.360559,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.6608,neutral,frown,0.360559,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.6925,neutral,frown,0.360559,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.7239,neutral,frown,0.360559,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1722274957.7552,0.498664,0.569832,0.0,0.323765,0.302449,0.415382,0.513965,true,true,true,true,true,true,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1722274957.7552,0.97,0.19,0.15,,,,,
,,,,,1722274957.7552,neutral,frown,0.245832,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274957.7552,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.7866,neutral,frown,0.245832,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.8183,neutral,frown,0.245832,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.8501,neutral,frown,0.245832,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.8814,neutral,neutral,0.0,laugh,0.595055,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.9127,neutral,neutral,0.0,laugh,0.595055,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.9442,neutral,neutral,0.0,laugh,0.595055,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274957.976,neutral,neutral,0.0,laugh,0.595055,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.0077,neutral,neutral,0.0,laugh,0.438777,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.039,neutral,neutral,0.0,laugh,0.438777,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.0703,neutral,neutral,0.0,laugh,0.438777,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.1018,neutral,neutral,0.0,laugh,0.438777,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.1335,neutral,neutral,0.0,laugh,0.536277,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.1652,neutral,neutral,0.0,laugh,0.536277,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.1965,neutral,neutral,0.0,laugh,0.536277,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.2279,neutral,neutral,0.0,laugh,0.536277,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.2594,neutral,frown,0.780266,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274958.2594,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.2911,neutral,frown,0.780266,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.3228,neutral,frown,0.780266,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.3544,neutral,frown,0.780266,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.3857,neutral,frown,0.164753,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.4173,neutral,frown,0.164753,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.449,neutral,frown,0.164753,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.4806,neutral,frown,0.164753,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.5119,neutral,frown,0.223269,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.5432,neutral,frown,0.223269,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.5747,neutral,frown,0.223269,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.6064,neutral,frown,0.223269,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.6382,neutral,frown,0.262746,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.6695,neutral,frown,0.262746,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.7008,neutral,frown,0.262746,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.7324,neutral,frown,0.262746,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.7642,neutral,neutral,0.0,smirkRight,0.6491,,,,,,,,,,,,,,,,,,,,,,,
1722274958.772,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.7957,neutral,neutral,0.0,smirkRight,0.6491,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.827,neutral,neutral,0.0,smirkRight,0.6491,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.8583,neutral,neutral,0.0,smirkRight,0.6491,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.8901,neutral,neutral,0.0,smirkRight,0.616828,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.9218,neutral,neutral,0.0,smirkRight,0.616828,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.9535,neutral,neutral,0.0,smirkRight,0.616828,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274958.9848,neutral,neutral,0.0,smirkRight,0.616828,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.0162,neutral,neutral,0.0,smirkRight,0.593722,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.0478,neutral,neutral,0.0,smirkRight,0.593722,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.0795,neutral,neutral,0.0,smirkRight,0.593722,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.111,neutral,neutral,0.0,smirkRight,0.593722,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.1424,neutral,frown,0.346616,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.1737,neutral,frown,0.346616,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.2054,blink,frown,0.346616,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.2371,blink,frown,0.346616,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.2687,blink,frown,0.453356,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274959.2687,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.3,blink,frown,0.453356,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.3314,blink,frown,0.453356,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.3631,neutral,frown,0.453356,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.3949,neutral,frown,0.415292,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.4264,neutral,frown,0.415292,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.4577,neutral,frown,0.415292,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.489,neutral,frown,0.415292,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.5207,neutral,frown,0.32516,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.5525,neutral,frown,0.32516,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.584,neutral,frown,0.32516,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.6153,neutral,frown,0.32516,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.6467,neutral,frown,0.360014,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.6785,neutral,frown,0.360014,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.7102,neutral,frown,0.360014,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.7415,neutral,frown,0.360014,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.7728,neutral,frown,0.315184,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274959.7807,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.8042,neutral,frown,0.315184,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.8359,neutral,frown,0.315184,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.8676,neutral,frown,0.315184,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.8989,neutral,frown,0.173648,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.9303,neutral,frown,0.173648,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.9617,neutral,frown,0.173648,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274959.9934,neutral,frown,0.173648,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.0251,neutral,frown,0.228476,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.0565,neutral,frown,0.228476,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.0878,neutral,frown,0.228476,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.1193,neutral,frown,0.228476,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.151,neutral,frown,0.236418,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.1828,neutral,frown,0.236418,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.2143,neutral,frown,0.236418,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.2456,neutral,frown,0.236418,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.277,neutral,frown,0.746012,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274960.2849,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.3088,neutral,frown,0.746012,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.3403,winkR,frown,0.746012,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.3716,winkR,frown,0.746012,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.4029,winkR,frown,0.778971,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.4344,winkR,frown,0.778971,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.4662,winkR,frown,0.778971,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.4979,winkR,frown,0.778971,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.5292,winkR,frown,0.963326,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.5605,winkR,frown,0.963326,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.5922,winkR,frown,0.963326,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.6239,winkR,frown,0.963326,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.6554,winkR,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.6868,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.7182,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.7497,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.7814,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274960.7814,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.8129,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.8443,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.8756,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.9072,neutral,frown,0.478521,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.9389,neutral,frown,0.478521,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274960.9707,neutral,frown,0.478521,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.002,neutral,frown,0.478521,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.0333,neutral,frown,0.194181,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.065,neutral,frown,0.194181,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.0968,neutral,frown,0.194181,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.1283,neutral,frown,0.194181,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.1596,neutral,neutral,0.0,smile,0.450934,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.1909,neutral,neutral,0.0,smile,0.450934,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.2224,neutral,neutral,0.0,smile,0.450934,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.2541,neutral,neutral,0.0,smile,0.450934,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.2856,neutral,frown,0.933284,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274961.2935,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.3169,neutral,frown,0.933284,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.3482,neutral,frown,0.933284,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.38,blink,frown,0.933284,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.4117,blink,frown,0.840457,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.4432,blink,frown,0.840457,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.4746,blink,frown,0.840457,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.506,blink,frown,0.840457,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.5376,neutral,frown,0.588589,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.5693,neutral,frown,0.588589,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.6006,neutral,frown,0.588589,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.632,neutral,frown,0.588589,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.6633,neutral,frown,0.520601,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.695,neutral,frown,0.520601,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.7267,neutral,frown,0.520601,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.7585,neutral,frown,0.520601,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.7898,neutral,frown,0.377336,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274961.7898,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.8212,neutral,frown,0.377336,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.8529,neutral,frown,0.377336,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.8847,neutral,frown,0.377336,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.916,neutral,frown,0.172203,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.9473,neutral,frown,0.172203,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274961.9786,neutral,frown,0.172203,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.0104,neutral,frown,0.172203,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.0421,neutral,frown,0.110503,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.0736,neutral,frown,0.110503,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.1049,neutral,frown,0.110503,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.1364,neutral,frown,0.110503,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.1681,neutral,frown,0.384504,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.1998,neutral,frown,0.384504,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.2311,neutral,frown,0.384504,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.2624,neutral,frown,0.384504,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.294,neutral,frown,0.388598,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274962.294,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.3257,neutral,frown,0.388598,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.3574,neutral,frown,0.388598,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.3887,neutral,frown,0.388598,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.4201,neutral,frown,0.315066,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.4515,neutral,frown,0.315066,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.4832,neutral,frown,0.315066,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.5149,neutral,frown,0.315066,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.5465,neutral,frown,0.316894,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.5778,neutral,frown,0.316894,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.6093,neutral,frown,0.316894,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.641,neutral,frown,0.316894,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.6728,neutral,frown,0.298056,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.7041,neutral,frown,0.298056,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.7354,neutral,frown,0.298056,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.7669,neutral,frown,0.298056,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.7986,neutral,frown,0.20321,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722274962.8064,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.8303,blink,frown,0.20321,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.8616,blink,frown,0.20321,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.8929,blink,frown,0.20321,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.9245,blink,neutral,0.0,smile,0.473247,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.9562,blink,neutral,0.0,smile,0.473247,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274962.9879,neutral,neutral,0.0,smile,0.473247,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.0192,neutral,neutral,0.0,smile,0.473247,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.0505,neutral,neutral,0.0,smirkRight,0.802241,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.082,neutral,neutral,0.0,smirkRight,0.802241,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.1137,neutral,neutral,0.0,smirkRight,0.802241,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.1452,neutral,neutral,0.0,smirkRight,0.802241,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.1765,neutral,neutral,0.0,smile,0.31297,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.2079,neutral,neutral,0.0,smile,0.31297,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.2394,neutral,neutral,0.0,smile,0.31297,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.2711,neutral,neutral,0.0,smile,0.31297,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.3028,neutral,neutral,0.0,smile,0.245158,,,,,,,,,,,,,,,,,,,,,,,
1722274963.3028,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.3344,neutral,neutral,0.0,smile,0.245158,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.3657,neutral,neutral,0.0,smile,0.245158,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.3973,neutral,neutral,0.0,smile,0.245158,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.429,neutral,neutral,0.0,smirkRight,0.589903,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.4606,neutral,neutral,0.0,smirkRight,0.589903,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.4919,neutral,neutral,0.0,smirkRight,0.589903,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.5232,blink,neutral,0.0,smirkRight,0.589903,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.5549,blink,frown,0.2902,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.5867,blink,frown,0.2902,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.6184,blink,frown,0.2902,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.6497,blink,frown,0.2902,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.681,neutral,neutral,0.0,laugh,0.367585,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.7127,neutral,neutral,0.0,laugh,0.367585,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.7444,neutral,neutral,0.0,laugh,0.367585,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.7759,neutral,neutral,0.0,laugh,0.367585,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.8072,neutral,neutral,0.0,laugh,0.54345,,,,,,,,,,,,,,,,,,,,,,,
1722274963.8151,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.8385,neutral,neutral,0.0,laugh,0.54345,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.8703,neutral,neutral,0.0,laugh,0.54345,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.902,neutral,neutral,0.0,laugh,0.54345,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.9335,neutral,neutral,0.0,smirkRight,0.376618,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.9648,blink,neutral,0.0,smirkRight,0.376618,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274963.9963,blink,neutral,0.0,smirkRight,0.376618,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.028,blink,neutral,0.0,smirkRight,0.376618,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.0597,blink,neutral,0.0,smirkRight,0.425533,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.091,blink,neutral,0.0,smirkRight,0.425533,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.1224,neutral,neutral,0.0,smirkRight,0.425533,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.1537,neutral,neutral,0.0,smirkRight,0.425533,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.1854,neutral,neutral,0.0,laugh,0.547012,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.2171,neutral,neutral,0.0,laugh,0.547012,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.2486,neutral,neutral,0.0,laugh,0.547012,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.2799,neutral,neutral,0.0,laugh,0.547012,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.3113,neutral,neutral,0.0,laugh,0.649257,,,,,,,,,,,,,,,,,,,,,,,
1722274964.3192,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.343,neutral,neutral,0.0,laugh,0.649257,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722274964.3748,neutral,neutral,0.0,laugh,0.649257,,,,,,,,,,,,,,,,,,,,,,,
